"source_taxon_name","source_taxon_path","source_taxon_path_ids","source_specimen_occurrence_id","source_specimen_institution_code","source_specimen_collection_code","source_specimen_catalog_number","source_specimen_life_stage_id","source_specimen_life_stage","source_specimen_physiological_state_id","source_specimen_physiological_state","source_specimen_body_part_id","source_specimen_body_part","source_specimen_sex_id","source_specimen_sex","source_specimen_basis_of_record","interaction_type","target_taxon_name","target_taxon_path","target_taxon_path_ids","target_specimen_occurrence_id","target_specimen_institution_code","target_specimen_collection_code","target_specimen_catalog_number","target_specimen_life_stage_id","target_specimen_life_stage","target_specimen_physiological_state_id","target_specimen_physiological_state","target_specimen_body_part_id","target_specimen_body_part","target_specimen_sex_id","target_specimen_sex","target_specimen_basis_of_record","latitude","longitude","event_date","study_citation","study_url","study_source_citation","study_source_archive_uri"
"Apis mellifera","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Apis | Apis mellifera","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4334 | GBIF:7799978 | GBIF:1341976",,,,,,,,,,,,,,"eatenBy","Vespa velutina","Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae | Vespa | Vespa velutina","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4490 | GBIF:1311334 | GBIF:1311477",,,,,,,,,,,,,,,,"2008-08-07T00:00:00Z","Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418","Cristina Preda and Quentin Groom. 2014. Species associations manually extracted from literature.","https://zenodo.org/record/5501763/files/qgroom/Vespa-velutina-v1.0.zip"
"Vespula germanica","Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae | Vespula | Vespula germanica","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4490 | GBIF:1311631 | GBIF:1311649",,,,,,,,,,,,,,"eatenBy","Vespa velutina","Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae | Vespa | Vespa velutina","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4490 | GBIF:1311334 | GBIF:1311477",,,,,,,,,,,,,,,,"2010-09-29T00:00:00Z","Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418","Cristina Preda and Quentin Groom. 2014. Species associations manually extracted from literature.","https://zenodo.org/record/5501763/files/qgroom/Vespa-velutina-v1.0.zip"
"Polietes lardarius","Animalia | Arthropoda | Insecta | Diptera | Muscidae | Polietes | Polietes lardarius",,,,,,,,,,,,,,,"eatenBy","Vespa velutina","Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae | Vespa | Vespa velutina","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4490 | GBIF:1311334 | GBIF:1311477",,,,,,,,,,,,,,,,"2009-10-08T00:00:00Z","Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418","Cristina Preda and Quentin Groom. 2014. Species associations manually extracted from literature.","https://zenodo.org/record/5501763/files/qgroom/Vespa-velutina-v1.0.zip"
"Hydrotaea ignava","Animalia | Arthropoda | Insecta | Diptera | Muscidae | Hydrotaea | Hydrotaea ignava","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:811 | GBIF:5564 | GBIF:1528971 | GBIF:1528997",,,,,,,,,,,,,,"eatenBy","Vespa velutina","Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae | Vespa | Vespa velutina","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4490 | GBIF:1311334 | GBIF:1311477",,,,,,,,,,,,,,,,"2009-10-29T00:00:00Z","Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418","Cristina Preda and Quentin Groom. 2014. Species associations manually extracted from literature.","https://zenodo.org/record/5501763/files/qgroom/Vespa-velutina-v1.0.zip"
"Vespula vulgaris","Animalia | Arthropoda | Insecta | Hymenoptera | Vespoidea | Vespidae | Vespula | Vespula vulgaris","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:698 | EOL:5242 | EOL_V2:31288 | EOL_V2:1032844",,,,,,,,,,,,,,"eatenBy","Vespa velutina","Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae | Vespa | Vespa velutina","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4490 | GBIF:1311334 | GBIF:1311477",,,,,,,,,,,,,,,,"2010-10-28T00:00:00Z","Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418","Cristina Preda and Quentin Groom. 2014. Species associations manually extracted from literature.","https://zenodo.org/record/5501763/files/qgroom/Vespa-velutina-v1.0.zip"
"Araneidae","Animalia | Arthropoda | Arachnida | Araneae | Araneidae","GBIF:1 | GBIF:54 | GBIF:367 | GBIF:1496 | GBIF:7359",,,,,,,,,,,,,,"eatenBy","Vespa velutina","Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae | Vespa | Vespa velutina","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4490 | GBIF:1311334 | GBIF:1311477",,,,,,,,,,,,,,,,"2008-10-14T00:00:00Z","Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418","Cristina Preda and Quentin Groom. 2014. Species associations manually extracted from literature.","https://zenodo.org/record/5501763/files/qgroom/Vespa-velutina-v1.0.zip"
"Eristalis tenax","Animalia | Arthropoda | Insecta | Diptera | Syrphidae | Eristalis | Eristalis tenax","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:811 | GBIF:6920 | GBIF:1491190 | GBIF:1541217",,,,,,,,,,,,,,"eatenBy","Vespa velutina","Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae | Vespa | Vespa velutina","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4490 | GBIF:1311334 | GBIF:1311477",,,,,,,,,,,,,,,,"2008-11-19T00:00:00Z","Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418","Cristina Preda and Quentin Groom. 2014. Species associations manually extracted from literature.","https://zenodo.org/record/5501763/files/qgroom/Vespa-velutina-v1.0.zip"
"Vertebrata","Plantae | Rhodophyta | Florideophyceae | Ceramiales | Rhodomelaceae | Vertebrata","GBIF:6 | GBIF:106 | GBIF:342 | GBIF:665 | GBIF:4895 | GBIF:2660342",,,,,,,,,,,,,,"eatenBy","Vespa velutina","Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae | Vespa | Vespa velutina","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4490 | GBIF:1311334 | GBIF:1311477",,,,,,,,,,,,,,,,"2010-09-28T00:00:00Z","Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418","Cristina Preda and Quentin Groom. 2014. Species associations manually extracted from literature.","https://zenodo.org/record/5501763/files/qgroom/Vespa-velutina-v1.0.zip"
"Apis mellifera","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Apis | Apis mellifera","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4334 | GBIF:7799978 | GBIF:1341976",,,,,,,,,,,,,,"eatenBy","Vespa velutina","Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae | Vespa | Vespa velutina","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4490 | GBIF:1311334 | GBIF:1311477",,,,,,,,,,,,,,,,"2008-11-10T00:00:00Z","Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418","Cristina Preda and Quentin Groom. 2014. Species associations manually extracted from literature.","https://zenodo.org/record/5501763/files/qgroom/Vespa-velutina-v1.0.zip"
"Scaeva pyrastri","Animalia | Arthropoda | Insecta | Diptera | Syrphidae | Scaeva | Scaeva pyrastri","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:811 | GBIF:6920 | GBIF:1537685 | GBIF:1537719",,,,,,,,,,,,,,"preyedUponBy","Vespa velutina","Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae | Vespa | Vespa velutina","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4490 | GBIF:1311334 | GBIF:1311477",,,,,,,,,,,,,,,,"2008-01-01T00:00:00Z","Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418","Cristina Preda and Quentin Groom. 2014. Species associations manually extracted from literature.","https://zenodo.org/record/5501763/files/qgroom/Vespa-velutina-v1.0.zip"
"Apis mellifera","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Apis | Apis mellifera","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4334 | GBIF:7799978 | GBIF:1341976",,,,,,,,,,,,,,"eatenBy","Vespa velutina","Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae | Vespa | Vespa velutina","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4490 | GBIF:1311334 | GBIF:1311477",,,,,,,,,,,,,,,,"2009-10-06T00:00:00Z","Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418","Cristina Preda and Quentin Groom. 2014. Species associations manually extracted from literature.","https://zenodo.org/record/5501763/files/qgroom/Vespa-velutina-v1.0.zip"
"Apis mellifera","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Apis | Apis mellifera","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4334 | GBIF:7799978 | GBIF:1341976",,,,,,,,,,,,,,"eatenBy","Vespa velutina","Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae | Vespa | Vespa velutina","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4490 | GBIF:1311334 | GBIF:1311477",,,,,,,,,,,,,,,,"2008-09-19T00:00:00Z","Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418","Cristina Preda and Quentin Groom. 2014. Species associations manually extracted from literature.","https://zenodo.org/record/5501763/files/qgroom/Vespa-velutina-v1.0.zip"
"Eristalis pertinax","Animalia | Arthropoda | Insecta | Diptera | Syrphidae | Eristalis | Eristalis pertinax","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:811 | GBIF:6920 | GBIF:1491190 | GBIF:1541116",,,,,,,,,,,,,,"eatenBy","Vespa velutina","Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae | Vespa | Vespa velutina","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4490 | GBIF:1311334 | GBIF:1311477",,,,,,,,,,,,,,,,"2008-09-17T00:00:00Z","Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418","Cristina Preda and Quentin Groom. 2014. Species associations manually extracted from literature.","https://zenodo.org/record/5501763/files/qgroom/Vespa-velutina-v1.0.zip"
"Apis mellifera","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Apis | Apis mellifera","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4334 | GBIF:7799978 | GBIF:1341976",,,,,,,,,,,,,,"eatenBy","Vespa velutina","Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae | Vespa | Vespa velutina","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4490 | GBIF:1311334 | GBIF:1311477",,,,,,,,,,,,,,,,"2008-10-22T00:00:00Z","Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418","Cristina Preda and Quentin Groom. 2014. Species associations manually extracted from literature.","https://zenodo.org/record/5501763/files/qgroom/Vespa-velutina-v1.0.zip"
"Halictidae","Animalia | Arthropoda | Insecta | Hymenoptera | Halictidae","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:7908",,,,,,,,,,,,,,"eatenBy","Vespa velutina","Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae | Vespa | Vespa velutina","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4490 | GBIF:1311334 | GBIF:1311477",,,,,,,,,,,,,,,,"2008-08-18T00:00:00Z","Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418","Cristina Preda and Quentin Groom. 2014. Species associations manually extracted from literature.","https://zenodo.org/record/5501763/files/qgroom/Vespa-velutina-v1.0.zip"
"Mantis religiosa","Animalia | Arthropoda | Insecta | Mantodea | Mantidae | Mantis | Mantis religiosa","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:788 | GBIF:9383 | GBIF:4394789 | GBIF:6258028",,,,,,,,,,,,,,"eatenBy","Vespa velutina","Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae | Vespa | Vespa velutina","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4490 | GBIF:1311334 | GBIF:1311477",,,,,,,,,,,,,,,,"2010-09-28T00:00:00Z","Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418","Cristina Preda and Quentin Groom. 2014. Species associations manually extracted from literature.","https://zenodo.org/record/5501763/files/qgroom/Vespa-velutina-v1.0.zip"
"Apis mellifera","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Apis | Apis mellifera","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4334 | GBIF:7799978 | GBIF:1341976",,,,,,,,,,,,,,"eatenBy","Vespa velutina","Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae | Vespa | Vespa velutina","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4490 | GBIF:1311334 | GBIF:1311477",,,,,,,,,,,,,,,,"2009-09-19T00:00:00Z","Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418","Cristina Preda and Quentin Groom. 2014. Species associations manually extracted from literature.","https://zenodo.org/record/5501763/files/qgroom/Vespa-velutina-v1.0.zip"
"Apis mellifera","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Apis | Apis mellifera","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4334 | GBIF:7799978 | GBIF:1341976",,,,,,,,,,,,,,"eatenBy","Vespa velutina","Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae | Vespa | Vespa velutina","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4490 | GBIF:1311334 | GBIF:1311477",,,,,,,,,,,,,,,,"2010-10-12T00:00:00Z","Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418","Cristina Preda and Quentin Groom. 2014. Species associations manually extracted from literature.","https://zenodo.org/record/5501763/files/qgroom/Vespa-velutina-v1.0.zip"
"Hymenoptera","Animalia | Arthropoda | Insecta | Hymenoptera","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457",,,,,,,,,,,,,,"eatenBy","Vespa velutina","Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae | Vespa | Vespa velutina","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4490 | GBIF:1311334 | GBIF:1311477",,,,,,,,,,,,,,,,"2010-10-14T00:00:00Z","Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418","Cristina Preda and Quentin Groom. 2014. Species associations manually extracted from literature.","https://zenodo.org/record/5501763/files/qgroom/Vespa-velutina-v1.0.zip"
"Eupeodes latifasciatus","Animalia | Arthropoda | Insecta | Diptera | Syrphidae | Eupeodes | Eupeodes latifasciatus","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:811 | GBIF:6920 | GBIF:1540675 | GBIF:1540691",,,,,,,,,,,,,,"preyedUponBy","Vespa velutina","Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae | Vespa | Vespa velutina","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4490 | GBIF:1311334 | GBIF:1311477",,,,,,,,,,,,,,,,"2008-01-01T00:00:00Z","Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418","Cristina Preda and Quentin Groom. 2014. Species associations manually extracted from literature.","https://zenodo.org/record/5501763/files/qgroom/Vespa-velutina-v1.0.zip"
"Lucilia sericata","Animalia | Arthropoda | Insecta | Diptera | Calliphoridae | Lucilia | Lucilia sericata","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:811 | GBIF:3335 | GBIF:1502875 | GBIF:5063973",,,,,,,,,,,,,,"eatenBy","Vespa velutina","Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae | Vespa | Vespa velutina","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4490 | GBIF:1311334 | GBIF:1311477",,,,,,,,,,,,,,,,"2009-10-05T00:00:00Z","Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418","Cristina Preda and Quentin Groom. 2014. Species associations manually extracted from literature.","https://zenodo.org/record/5501763/files/qgroom/Vespa-velutina-v1.0.zip"
"Apis mellifera","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Apis | Apis mellifera","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4334 | GBIF:7799978 | GBIF:1341976",,,,,,,,,,,,,,"eatenBy","Vespa velutina","Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae | Vespa | Vespa velutina","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4490 | GBIF:1311334 | GBIF:1311477",,,,,,,,,,,,,,,,"2009-10-06T00:00:00Z","Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418","Cristina Preda and Quentin Groom. 2014. Species associations manually extracted from literature.","https://zenodo.org/record/5501763/files/qgroom/Vespa-velutina-v1.0.zip"
"Autographa gamma","Animalia | Arthropoda | Insecta | Lepidoptera | Noctuidae | Autographa | Autographa gamma","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:797 | GBIF:7015 | GBIF:1792405 | GBIF:1792418",,,,,,,,,,,,,,"eatenBy","Vespa velutina","Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae | Vespa | Vespa velutina","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4490 | GBIF:1311334 | GBIF:1311477",,,,,,,,,,,,,,,,"2009-09-23T00:00:00Z","Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418","Cristina Preda and Quentin Groom. 2014. Species associations manually extracted from literature.","https://zenodo.org/record/5501763/files/qgroom/Vespa-velutina-v1.0.zip"
"Apis mellifera","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Apis | Apis mellifera","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4334 | GBIF:7799978 | GBIF:1341976",,,,,,,,,,,,,,"eatenBy","Vespa velutina","Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae | Vespa | Vespa velutina","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4490 | GBIF:1311334 | GBIF:1311477",,,,,,,,,,,,,,,,"2009-10-29T00:00:00Z","Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418","Cristina Preda and Quentin Groom. 2014. Species associations manually extracted from literature.","https://zenodo.org/record/5501763/files/qgroom/Vespa-velutina-v1.0.zip"
